id,name,country,region,wmo,icao,latitude,longitude,elevation,timezone,hourly_start,hourly_end,daily_start,daily_end,monthly_start,monthly_end
KPBH0,Phillips,US,WI,,KPBH,45.7089,-90.4025,456.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2007-01-01,2022-01-01
72244,Houston / Olcott,US,TX,72244,KEFD,29.6073,-95.1587,10.0,America/Chicago,1941-07-01,2023-12-13,1930-08-01,2023-12-05,1930-01-01,2022-01-01
74493,Nantucket / Surfside,US,MA,74493,KACK,41.2531,-70.0603,14.0,America/New_York,1990-03-14,2023-12-13,1997-06-23,2022-04-25,2005-01-01,2021-01-01
KBAF0,Westfield / Owen District,US,MA,,KBAF,42.1577,-72.7156,82.0,America/New_York,1973-01-05,2023-12-13,1998-08-08,2022-04-24,2005-01-01,2022-01-01
72452,Medicine Lodge,US,KS,72452,KP28,37.2833,-98.55,469.0,America/Chicago,1978-03-10,2023-12-13,1978-09-23,2023-12-05,1989-01-01,2022-01-01
KNXX0,Willow Grove / Meetinghouse Village,US,PA,,KNXX,40.1998,-75.1482,109.0,America/New_York,1973-01-01,2011-04-11,1973-01-01,2011-04-10,1981-01-01,2011-01-01
70414,Shemya Eareckson As,US,AK,70414,PASY,52.7167,174.1167,30.0,America/Adak,2005-01-01,2023-12-12,1943-07-01,2022-04-20,1943-01-01,2020-01-01
KSRQ0,Sarasota / Ballentine Manor,US,FL,,KSRQ,27.3954,-82.5544,9.0,America/New_York,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KPLD0,Portland,US,IN,,KPLD,40.4516,-84.989,282.0,America/Indiana/Indianapolis,2020-01-14,2023-12-13,2020-01-14,2022-04-18,2020-01-01,2022-01-01
KCVX0,Charlevoix / Boulder Park,US,MI,,KCVX,45.3048,-85.2753,204.0,America/Detroit,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2022-01-01
9Y709,Echo,US,MT,,K1EM,47.4535,-109.4163,1116.0,America/Denver,2022-05-06,2023-12-12,,,,
72419,Jackson / Northwest Hills,US,MS,72419,KHKS,32.3348,-90.2225,104.0,America/Chicago,2005-01-01,2023-12-13,1981-01-01,2023-12-05,1981-01-01,2022-01-01
KMHV0,Mojave / Chaffee,US,CA,,KMHV,35.0586,-118.1506,854.0,America/Los_Angeles,2006-01-02,2023-12-13,2011-01-14,2022-04-21,2011-01-01,2022-01-01
KBUB0,Burwell / Rainbow Trailer Court,US,NE,,KBUB,41.7767,-99.1497,665.0,America/Chicago,1981-01-21,1981-04-29,,,,
KENW0,Kenosha / Pleasant Prairie Mobile Home Court,US,WI,,KENW,42.5957,-87.9278,226.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KFXE0,Fort Lauderdale / Twin Lakes (Historical),US,FL,,KFXE,26.1973,-80.1707,4.0,America/New_York,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KA080,Marion / Vaiden,US,AL,,KA08,32.5105,-87.3847,67.0,America/Chicago,2020-01-14,2020-10-27,2020-01-14,2020-10-23,2020-01-01,2020-01-01
70321,Dillingham Airport,US,AK,70321,PADL,59.05,-158.5167,26.0,America/Juneau,2006-01-01,2023-12-13,1919-02-01,2022-04-24,1919-01-01,2021-01-01
72327,Nashville Airport,US,TN,72327,KBNA,36.1167,-86.6833,183.0,America/Chicago,1951-01-01,2023-12-13,1948-01-01,2023-12-05,1948-01-01,2022-01-01
LVKGQ,Todd Field Airport,US,MN,,K14Y,45.9017,-94.8727,406.0,America/Chicago,2022-05-06,2023-12-13,,,,
KTIW0,Tacoma Narrows / Wollochet,US,WA,,KTIW,47.2679,-122.5781,90.0,America/Los_Angeles,2006-01-01,2023-12-13,2006-01-02,2022-04-24,2006-01-01,2022-01-01
KALX0,Alexander City / Elkahatchee Park,US,AL,,KALX,32.9147,-85.963,209.0,America/Chicago,2006-01-01,2023-12-13,2006-01-04,2022-04-24,2008-01-01,2022-01-01
KGYY0,Gary / Clarke Junction,US,IN,,KGYY,41.6163,-87.4128,180.0,America/Chicago,2006-01-01,2023-12-13,2020-01-14,2022-04-24,2020-01-01,2022-01-01
K9L20,Edwards Afb / North Edwards,US,CA,,K9L2,34.9908,-117.8631,701.0,America/Los_Angeles,2006-01-01,2023-12-13,2006-01-04,2022-03-09,2006-01-01,2016-01-01
72240,Lake Charles Regional Airport,US,LA,72240,KLCH,30.2,-93.3833,5.0,America/Chicago,1942-05-02,2023-12-13,1942-05-02,2023-12-05,1942-01-01,2022-01-01
KOZR0,Fort Rucker / Ft Rucker / Ozark / Daleville,US,AL,,KOZR,31.2758,-85.7134,92.0,America/Chicago,1954-10-19,2023-12-13,1954-10-23,2022-04-24,1954-01-01,2022-01-01
KNRC0,Crows Landing / Jet,US,CA,,KNRC,37.408,-121.1094,51.0,America/Los_Angeles,1973-01-02,1994-03-09,,,,
KPRS0,Presidio,US,TX,,KPRS,29.6342,-104.3615,896.0,America/Chicago,2013-07-31,2023-12-13,2013-08-01,2022-04-24,2015-01-01,2022-01-01
KIER0,Natchitoches / East Natchitoches,US,LA,,KIER,31.7357,-93.0991,37.0,America/Chicago,2006-01-01,2023-12-13,2006-02-23,2022-04-24,2007-01-01,2022-01-01
72494,San Francisco Airport,US,CA,72494,KSFO,37.6167,-122.3667,3.0,America/Los_Angeles,1973-01-01,2023-12-13,1945-07-01,2023-12-05,1945-01-01,2022-01-01
K3LF0,Litchfield,US,IL,,K3LF,39.1625,-89.6746,210.0,America/Chicago,2006-01-03,2023-12-13,2011-04-16,2022-03-09,2011-01-01,2021-01-01
KCDC0,Cedar City,US,UT,,KCDC,37.701,-113.0988,1714.0,America/Denver,1973-01-01,2023-12-13,1973-01-01,2022-04-24,1981-01-01,2022-01-01
KHSI0,Hastings / Ingleside,US,NE,,KHSI,40.6052,-98.4279,598.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2021-01-01
KGLE0,Gainesville / Lindsay,US,TX,,KGLE,33.6522,-97.1973,258.0,America/Chicago,2006-06-02,2023-12-13,2007-05-28,2022-04-24,2015-01-01,2022-01-01
KPIR0,Pierre / Alto,US,SD,,KPIR,44.3827,-100.286,532.0,America/Chicago,1944-03-01,2023-12-13,1973-01-01,2022-04-24,1981-01-01,2020-01-01
70385,Five Finger Light,US,AK,70385,,57.2667,-133.6167,0.0,America/Juneau,,,1941-04-12,1984-07-31,1941-01-01,1984-01-01
KI740,Urbana / McKeever Mobile Home Park,US,OH,,KI74,40.1326,-83.7535,326.0,America/New_York,2020-01-14,2023-12-13,2020-01-14,2022-04-24,2020-01-01,2022-01-01
KTCL0,Tuscaloosa / Carter Subdivision,US,AL,,KTCL,33.2206,-87.6114,52.0,America/Chicago,1973-01-01,2023-12-13,1973-01-02,2022-04-24,1999-01-01,2021-01-01
KNBG0,New Orleans / Concession,US,LA,,KNBG,29.8272,-90.0266,1.0,America/Chicago,1973-01-01,2023-12-13,1973-01-01,2022-04-24,1981-01-01,2019-01-01
PAJV0,Sutton / Jonesville,US,AK,,PAJV,61.7314,-148.9278,265.0,America/Juneau,2006-01-01,2011-10-01,,,,
K42J0,Keystone Heights / Theressa,US,FL,,K42J,29.8448,-82.0475,60.0,America/New_York,2011-03-12,2023-12-13,2011-03-16,2022-03-09,2016-01-01,2022-01-01
KOQU0,Quonset Point / Kiefer Park,US,RI,,KOQU,41.5971,-71.4121,6.0,America/New_York,2006-01-03,2023-12-13,2010-08-23,2010-08-27,,
MT4CH,Grand Canyon National Park Airport,US,AZ,,KGCN,35.9458,-112.1554,2014.0,America/Phoenix,2022-04-23,2023-12-13,2022-04-24,2022-04-24,,
72772,Helena Regional Airport,US,MT,72772,KHLN,46.6,-111.9667,1180.0,America/Denver,1973-01-01,2023-12-13,1938-04-01,2023-12-05,1938-01-01,2022-01-01
KPEO0,Penn Yan,US,NY,,KPEO,42.6371,-77.0529,301.0,America/New_York,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2022-01-01
72570,Craig Moffat Airport,US,CO,72570,KCAG,40.5,-107.5167,1888.0,America/Denver,2006-01-01,2023-12-13,1996-09-01,2023-12-05,1996-01-01,2022-01-01
49HYF,Big Timber Airport,US,MT,,K6S0,45.8065,-109.9783,1369.0,America/Denver,2022-05-06,2023-12-13,,,,
74783,Fort Lauderdale,US,FL,74783,KFLL,26.0726,-80.1527,3.0,America/New_York,2005-01-01,2023-12-13,1945-03-01,2023-12-05,1945-01-01,2022-01-01
KRBD0,Dallas / Westwood Park,US,TX,,KRBD,32.6809,-96.8682,201.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-25,2006-01-01,2022-01-01
70580,Elko / Coin,US,NV,70580,KEKO,40.8249,-115.7917,1567.0,America/Los_Angeles,1977-01-01,2023-12-13,1977-02-26,2022-04-24,1981-01-01,2021-01-01
KBVN0,Albion / Loretto,US,NE,,KBVN,41.7286,-98.0558,551.0,America/Chicago,2006-01-01,2023-12-13,2006-01-04,2022-04-24,2008-01-01,2022-01-01
KMTN0,Baltimore / Stansbury Estates,US,MD,,KMTN,39.3257,-76.4138,7.0,America/New_York,2006-01-01,2023-12-13,2019-11-15,2022-04-20,2020-01-01,2022-01-01
KLGD0,La Grande / Island City,US,OR,,KLGD,45.2902,-118.0071,828.0,America/Los_Angeles,1988-05-06,2023-12-13,1992-03-02,2022-04-23,2005-01-01,2021-01-01
72488,Reno/Tahoe International  Airport,US,NV,72488,KRNO,39.4833,-119.7667,1345.0,America/Los_Angeles,1943-01-05,2023-12-13,1937-03-01,2023-12-05,1937-01-01,2022-01-01
72540,Spickard,US,MI,72540,KP35,40.25,-93.7167,271.0,America/Chicago,,,1957-03-17,2023-12-05,1957-01-01,2022-01-01
KAAO0,Wichita / Minneha,US,KS,,KAAO,37.7476,-97.2211,433.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KJER0,Jerome / Barrymore,US,ID,,KJER,42.7267,-114.4566,1235.0,America/Boise,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KBVI0,Beaver Falls / West Mayfield,US,PA,,KBVI,40.7725,-80.3914,382.0,America/New_York,2006-01-02,2023-12-13,2019-07-24,2022-04-24,2020-01-01,2022-01-01
KC290,Middleton,US,WI,,KC29,43.1143,-89.5315,283.0,America/Chicago,2020-01-14,2023-12-13,2020-01-14,2022-04-24,2020-01-01,2022-01-01
72558,Valley,US,NE,72558,KOAX,41.3167,-96.3667,350.0,America/Chicago,2000-02-16,2005-04-20,,,,
72305,Newport,US,NC,72305,KMHX,34.7833,-76.8833,11.0,America/New_York,1996-05-16,2004-10-08,,,,
KMGW0,Morgantown / Easton,US,WV,,KMGW,39.6429,-79.9163,379.0,America/New_York,1973-01-01,2023-12-13,1973-01-01,2022-04-24,1974-01-01,2021-01-01
KPOU0,Poughkeepsie  /  New Hackensack,US,NY,,KPOU,41.6266,-73.8842,50.0,America/New_York,1973-01-01,2023-12-13,1973-01-04,2022-04-24,1974-01-01,2022-01-01
KC830,Byron,US,CA,,KC83,37.8284,-121.6258,24.0,America/Los_Angeles,2020-01-14,2023-12-13,2020-01-14,2022-04-24,2020-01-01,2022-01-01
72016,Windom,US,WV,72016,KI16,37.6,-81.55,544.0,America/New_York,2006-10-31,2023-12-07,2006-11-01,2022-04-25,2017-01-01,2022-01-01
72213,Waycross / Ware County,US,GA,72213,KAYS,31.25,-82.4,46.0,America/New_York,1942-12-01,2023-12-13,1942-12-02,2022-04-25,1944-01-01,2022-01-01
KVLL0,Troy / Birmingham,US,MI,,KVLL,42.5429,-83.1779,222.0,America/Detroit,2005-01-01,2023-12-13,2005-01-01,2022-04-25,2007-01-01,2022-01-01
KDLS0,The Dalles / Dallesport,US,OR,,KDLS,45.6186,-121.1673,75.0,America/Los_Angeles,1973-01-01,2023-12-13,1973-01-01,2022-04-24,2001-01-01,2022-01-01
72770,Dillon / Bishop Place,US,MT,72770,KDLN,45.2554,-112.5525,1599.0,America/Denver,1973-01-01,2023-12-13,1940-01-01,2023-12-05,1940-01-01,2022-01-01
KFRR0,Front Royal / Mineral Springs,US,VA,,KFRR,38.9175,-78.2535,214.0,America/New_York,2020-01-14,2023-12-13,2020-01-14,2022-04-24,2020-01-01,2022-01-01
KOQN0,West Chester / Commons At Goshen,US,PA,,KOQN,39.9901,-75.5819,141.0,America/New_York,2020-01-14,2023-12-13,2020-01-14,2022-04-25,2020-01-01,2022-01-01
72219,Hartsfield-Jackson Atlanta,US,GA,72219,KATL,33.65,-84.1,313.0,America/New_York,1973-01-01,2023-12-13,1930-01-01,2023-12-05,1930-01-01,2022-01-01
KABH0,Ellicott / Truckton,US,CO,,KABH,38.75,-104.3,1840.0,America/Denver,2006-05-01,2023-12-07,2006-05-01,2022-04-24,2007-01-01,2020-01-01
KPVJ0,Pauls Valley,US,OK,,KPVJ,34.7096,-97.2233,296.0,America/Chicago,2006-01-08,2023-12-13,2006-04-16,2022-04-24,2006-01-01,2022-01-01
KCPK0,Norfolk / Cornland,US,VA,,KCPK,36.6656,-76.3207,6.0,America/New_York,2006-01-01,2023-12-13,2006-12-31,2022-04-24,2015-01-01,2022-01-01
72586,Gooding / Fuller,US,ID,72586,KGNG,42.9172,-114.7652,1138.0,America/Boise,2020-12-29,2023-12-13,2020-12-29,2022-04-25,2021-01-01,2022-01-01
KGXA0,Palmdale / El Mirage,US,CA,,KGXA,34.5666,-117.6704,923.0,America/Los_Angeles,2011-08-25,2023-12-12,2011-08-26,2021-12-24,2017-01-01,2020-01-01
KEVM0,Eveleth / Genoa,US,MN,,KEVM,47.4251,-92.4981,420.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2009-01-01,2022-01-01
KLKV0,Lakeview Lake Co Airport / Five Corners,US,OR,,KLKV,42.1611,-120.3991,1443.0,America/Los_Angeles,2006-01-01,2023-12-13,2006-01-12,2022-04-24,2009-01-01,2022-01-01
74768,Greenville / Brighton,US,MS,74768,KGLH,33.4829,-90.9856,40.0,America/Chicago,2005-01-01,2023-12-13,1958-06-01,2022-04-25,1959-01-01,2022-01-01
KTAN0,Boston / East Taunton,US,MA,,KTAN,41.8744,-71.0166,13.0,America/New_York,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KCUL0,Carmi / Epworth,US,IL,,KCUL,38.0895,-88.1231,118.0,America/Chicago,2006-03-13,2023-12-13,2008-06-05,2022-04-24,2011-01-01,2022-01-01
74780,"Fort Stewart Reservation, Ga",US,GA,74780,,31.9,-81.6333,27.0,America/New_York,,,1941-05-01,1964-07-31,1941-01-01,1964-01-01
72421,Cincinnati/Northern Ky International,US,KY,72421,KCVG,39.05,-84.6667,273.0,America/New_York,1973-01-01,2023-12-13,1948-01-01,2023-12-05,1948-01-01,2022-01-01
KH210,Camdenton / Hugo,US,MO,,KOZS,37.974,-92.6912,323.0,America/Chicago,2011-06-30,2023-12-13,2011-07-01,2022-04-24,2014-01-01,2015-01-01
KGDJ0,Granbury,US,TX,,KGDJ,32.4444,-97.8169,237.0,America/Chicago,2006-06-01,2023-12-13,2006-09-05,2022-04-24,2013-01-01,2022-01-01
70265,Fairbanks Air Force Base,US,AK,70265,PAEI,64.65,-147.1,167.0,America/Juneau,2006-01-02,2023-12-12,1949-01-01,2022-04-24,1949-01-01,2022-01-01
DEHT1,Grants Pass Airport,US,OR,,K3S8,42.5101,-123.388,343.0,America/Los_Angeles,2022-05-06,2023-12-13,,,,
KTNU0,Newton / Coal Siding (Historical),US,IA,,KTNU,41.6744,-93.0217,291.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2011-01-01,2022-01-01
72407,Atlantic City International,US,NJ,72407,KACY,39.4667,-74.0833,23.0,America/New_York,1947-01-01,2023-12-13,1947-01-01,2023-12-05,1947-01-01,2022-01-01
KLOM0,Ambler / Five Points,US,PA,,KLOM,40.1376,-75.2651,92.0,America/New_York,2005-01-01,2023-12-13,2005-01-06,2022-04-24,2008-01-01,2022-01-01
72462,San Luis Valley Regional,US,CO,72462,KALS,37.4333,-105.8667,2297.0,America/Denver,1973-01-01,2023-12-13,1948-01-01,2023-12-05,1948-01-01,2022-01-01
6MPJE,Astronaut Kent Rominger - Del Norte,US,CO,,KRCV,37.7138,-106.352,2424.0,America/Denver,2022-04-23,2023-12-13,2022-04-23,2022-04-26,,
KMGR0,Moultrie / Sunset,US,GA,,KMGR,31.0849,-83.8033,90.0,America/New_York,2005-01-01,2023-12-13,2005-01-01,2022-04-24,2015-01-01,2022-01-01
PAEL0,Elfin Cove,US,AK,,PAEL,58.1952,-136.3474,0.0,America/Juneau,2006-01-01,2023-12-02,,,,
KORC0,Orange City / Candlelight Trailer Court,US,IA,,KORC,42.9903,-96.0628,431.0,America/Chicago,2006-01-01,2019-02-28,2006-01-01,2019-02-27,2011-01-01,2017-01-01
JOVI3,Raynesford,US,MT,,K1AM,47.3,-110.8,1219.0,America/Denver,2022-05-06,2023-12-12,,,,
KIMT0,Iron Mountain,US,MI,,KIMT,45.8184,-88.1146,360.0,America/Menominee,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KFFX0,Fremont Muni / Reeman,US,MI,,KFFX,43.4393,-85.9949,235.0,America/Detroit,2008-02-29,2023-12-13,2008-03-02,2022-04-24,2008-01-01,2022-01-01
KSPW0,Spencer / Birchwood Estates,US,IA,,KSPW,43.1655,-95.2028,408.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2021-01-01
KRHV0,San Jose / Alum Rock,US,CA,,KRHV,37.3329,-121.8198,41.0,America/Los_Angeles,2006-01-01,2023-12-13,,,,
72642,Acacia Falls Mobile Home Court,US,WI,72642,KSBM,43.78,-87.85,228.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-25,2006-01-01,2022-01-01
KCVO0,Corvallis / Dry Creek,US,OR,,KCVO,44.4971,-123.2895,76.0,America/Los_Angeles,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2008-01-01,2022-01-01
91218,"Andersen, Mariana Is, Andersen Air Force Base",US,,91218,PGUA,13.5833,144.9333,187.0,Pacific/Guam,2005-01-01,2023-12-13,2005-01-04,2022-04-26,1959-01-01,2021-01-01
KGTR0,Columbus / Billups,US,MS,,KGTR,33.4503,-88.5914,81.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2020-01-01
KMNZ0,Hamilton,US,TX,,KMNZ,31.6659,-98.1486,398.0,America/Chicago,2008-03-06,2023-12-13,2008-03-07,2022-04-24,2014-01-01,2022-01-01
KHBB0,Hobbs / Air Base City,US,NM,,KHBB,32.77,-103.22,1128.0,America/Denver,2007-04-01,2012-02-27,2007-04-24,2012-02-25,,
KDBN0,Dublin / Holly Hills,US,GA,,KDBN,32.5644,-82.9853,95.0,America/New_York,2006-01-01,2023-12-13,2006-01-04,2022-04-24,2008-01-01,2022-01-01
KBLH0,Blythe / Mesa Verde,US,CA,,KBLH,33.6192,-114.7169,122.0,America/Los_Angeles,1942-06-13,2023-12-13,1942-06-30,2022-04-24,1942-01-01,2022-01-01
72584,Susanville / Johnstonville,US,CA,72584,KSVE,40.3757,-120.5727,1265.0,America/Los_Angeles,1977-03-01,2023-12-13,2016-12-22,2022-04-25,2020-01-01,2022-01-01
KMDH0,Carbondale / Murphysboro / De Soto,US,IL,,KMDH,37.7781,-89.252,125.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KTEX0,Telluride / Lime,US,CO,,KTEX,37.9538,-107.9085,2765.0,America/Denver,2006-01-01,2023-12-13,2006-01-02,2022-04-24,2006-01-01,2022-01-01
KPWG0,McGregor / South Bosque,US,TX,,KPWG,31.4849,-97.3165,180.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KLZU0,Lawrenceville / Village Gate,US,GA,,KLZU,33.9781,-83.9624,324.0,America/New_York,2006-01-01,2023-12-13,2017-09-29,2022-04-23,2019-01-01,2022-01-01
PAUO0,Willow,US,AK,,PAUO,61.7542,-150.0517,66.0,America/Juneau,2006-01-01,2011-11-01,,,,
KD070,Faith,US,SD,,KD07,45.0361,-102.0199,788.0,America/Denver,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2021-01-01
72291,San Nicolas Island,US,CA,72291,KNSI,33.2333,-119.4667,154.0,America/Los_Angeles,1943-06-16,2023-12-13,1933-08-22,2022-04-24,1933-01-01,2021-01-01
PAKV0,Kaltag,US,AK,,PAKV,64.319,-158.7413,55.0,America/Juneau,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KCKN0,Crookston / Shirley,US,MN,,KCKN,47.8417,-96.6215,274.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2007-01-01,2022-01-01
KRHI0,Rhinelander,US,WI,,KRHI,45.6309,-89.4666,495.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KDVT0,Phoenix / Wild Flower,US,AZ,,KDVT,33.6883,-112.0826,451.0,America/Phoenix,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2022-01-01
PATL0,Tatalina / Takotna,US,AK,,PATL,62.8944,-155.9765,294.0,America/Juneau,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2022-01-01
72528,Buffalo Airport,US,NY,72528,KBUF,42.9333,-78.7333,221.0,America/New_York,1942-02-01,2023-12-13,1938-05-01,2023-12-05,1938-01-01,2022-01-01
KTOI0,Troy / North Ridge Mobile Home Park,US,AL,,KTOI,31.8604,-86.0121,121.0,America/Chicago,1973-01-08,2023-12-13,2004-01-05,2022-04-24,2005-01-01,2022-01-01
KTDO0,Toledo/Winlock / Cowlitz,US,WA,,KTDO,46.4772,-122.8065,114.0,America/Los_Angeles,2006-01-01,2007-10-01,,,,
KATY0,Watertown,US,SD,,KATY,44.914,-97.1547,533.0,America/Chicago,1948-01-01,2023-12-13,1948-01-24,2022-04-24,1948-01-01,2022-01-01
KAXV0,Wapakoneta / New Knoxville,US,OH,,KAXV,40.4936,-84.2981,278.0,America/New_York,2020-01-14,2023-12-13,2020-01-14,2022-04-24,2020-01-01,2022-01-01
KEBS0,Webster City / Highview,US,IA,,KEBS,42.4365,-93.8691,342.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2010-01-01,2022-01-01
KFTG0,Colorado Air and Space Port,US,CO,,KCFO,39.7852,-104.5431,1680.0,America/Denver,2006-01-08,2023-12-13,2010-09-02,2022-04-24,,
O5PFW,Newburgh / Stewart,US,NY,,KSWF,41.5,-74.1,150.0,America/New_York,2022-04-23,2023-12-13,,,,
70371,Sitka Airport,US,AK,70371,PASI,57.05,-135.3667,6.0,America/Juneau,1973-01-01,2023-12-13,1944-09-01,2023-12-10,1944-01-01,2022-01-01
70298,Yakataga,US,AK,70298,PACY,60.0833,-142.5,4.0,America/Juneau,1973-03-15,1983-06-01,1943-03-09,1983-05-31,1943-01-01,1983-01-01
KSPL0,South Padre Island,US,TX,,KSPL,26.07,-97.16,3.0,America/Chicago,2010-06-30,2017-01-03,2010-06-30,2016-12-30,,
72274,Tucson International Airport,US,AZ,72274,KTUS,32.1333,-110.95,805.0,America/Phoenix,1973-01-01,2023-12-13,1946-06-01,2023-12-05,1946-01-01,2022-01-01
KCCU0,Copper Mountain / Slate Creek,US,CO,,KCCU,39.7833,-106.25,3680.0,America/Denver,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2007-01-01,2022-01-01
KJVL0,Janesville / Afton,US,WI,,KJVL,42.6202,-89.0416,246.0,America/Chicago,2006-01-01,2023-12-13,2020-01-14,2022-04-24,2020-01-01,2022-01-01
72288,Burbank-Glendale-Pasadena,US,CA,72288,KBUR,34.2,-118.3667,236.0,America/Los_Angeles,1943-06-01,2023-12-13,1943-06-02,2023-12-05,1943-01-01,2022-01-01
72469,"Denver / Stapleton International, Co.",US,CO,72469,KDNR,39.7833,-104.8667,1626.0,America/Denver,1940-05-15,1995-03-01,1940-05-15,2023-09-19,1940-01-01,2021-01-01
K2C80,Cavalier,US,ND,,K2C8,48.7837,-97.632,272.0,America/Chicago,2010-11-18,2023-12-13,2010-11-19,2022-03-09,2014-01-01,2019-01-01
DFSW4,Defuniak Spr Ap,US,FL,,K54J,30.7311,-86.1538,88.0,America/Chicago,2022-05-06,2023-12-13,,,,
72218,Augusta Bush Field,US,GA,72218,KAGS,33.3667,-81.9667,44.0,America/New_York,1948-01-01,2023-12-13,1942-12-01,2023-12-05,1942-01-01,2022-01-01
KMKO0,Muskogee / Summit,US,OK,,KMKO,35.6577,-95.3616,186.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KOMK0,Omak / Cherokee,US,WA,,KOMK,48.4644,-119.5181,398.0,America/Los_Angeles,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2022-01-01
WVB03,November (Grover),US,CO,,K1NW,40.63,-103.83,1459.0,America/Denver,2022-05-06,2023-12-12,,,,
KEAN0,Wheatland / Chugcreek,US,WY,,KEAN,42.0555,-104.9286,1456.0,America/Denver,2016-03-31,2023-12-13,2016-04-01,2022-04-24,2017-01-01,2022-01-01
KC070,Mack,US,CO,,KC07,39.2681,-108.864,1440.0,America/Denver,2020-01-14,2023-12-13,2020-01-14,2022-04-23,2020-01-01,2022-01-01
74692,Grayfield Mobile Home Park,US,NC,74692,KDPL,35.0,-77.97,42.0,America/New_York,2006-01-01,2023-12-13,2006-01-02,2022-04-25,2011-01-01,2022-01-01
KM910,Springfield / Kinneys,US,TN,,KM91,36.5373,-86.9207,215.0,America/Chicago,2020-01-14,2023-12-13,2020-01-14,2022-04-24,2020-01-01,2022-01-01
72382,Palmdale Prod Flight Plant,US,CA,72382,KPMD,34.6333,-118.0833,775.0,America/Los_Angeles,1973-01-01,2023-12-13,1934-01-02,2023-12-05,1934-01-01,2022-01-01
74671,Fort Campbell U. S. Army Airfield,US,KY,74671,KHOP,36.6667,-87.5,174.0,America/Chicago,1943-07-15,2023-12-13,1943-07-16,2022-04-25,1943-01-01,2021-01-01
70200,Nome Airport,US,AK,70200,PAOM,64.5167,-165.4333,11.0,America/Juneau,1940-01-01,2023-12-13,1900-08-13,2023-12-10,1900-01-01,2022-01-01
70367,"Gustavus, Gustavus Airport",US,AK,70367,PAGS,58.4167,-135.7,10.0,America/Juneau,1976-08-01,2023-12-03,1923-04-01,2023-12-11,1923-01-01,2022-01-01
KFQD0,Rutherfordton / Mount Vernon,US,NC,,KFQD,35.4282,-81.9351,328.0,America/New_York,2006-01-01,2023-12-13,2006-02-23,2022-04-24,2014-01-01,2022-01-01
72531,"Rantoul / Chanute Air Force Base, Il.",US,IL,72531,KTIP,40.3,-88.15,0.0,America/Chicago,2006-02-03,2023-12-13,2011-03-18,2022-04-25,2015-01-01,2022-01-01
KLMT0,Klamath Falls / Falcon Heights,US,OR,,KLMT,42.1561,-121.7332,1248.0,America/Los_Angeles,1959-09-01,2023-12-13,1959-09-02,2022-04-24,1959-01-01,2022-01-01
KS320,Cooperstown,US,ND,,KS32,47.4228,-98.1059,434.0,America/Chicago,2015-09-26,2023-12-01,2015-09-27,2022-04-24,2020-01-01,2022-01-01
72206,Jacksonville International,US,FL,72206,KJAX,30.5,-81.0333,9.0,America/New_York,1948-01-01,2023-12-13,1938-04-01,2023-12-05,1938-01-01,2022-01-01
