id,name,country,region,wmo,icao,latitude,longitude,elevation,timezone,hourly_start,hourly_end,daily_start,daily_end,monthly_start,monthly_end
KBLM0,Belmar / Carmerville,US,NJ,,KBLM,40.1868,-74.1246,47.0,America/New_York,1983-04-21,2023-12-13,1992-04-17,2022-04-24,2020-01-01,2022-01-01
74543,Pratt Municipal,US,KS,74543,KPTT,37.7,-98.75,595.0,America/Chicago,2006-01-01,2023-12-13,2006-01-02,2022-04-25,2009-01-01,2022-01-01
KVLD0,Valdosta / Macville (Historical),US,GA,,KVLD,30.7814,-83.2762,62.0,America/New_York,1948-01-01,2023-12-13,1948-01-02,2022-04-24,1948-01-01,2021-01-01
KCDJ0,Chillicothe,US,MO,,KCDJ,39.8233,-93.5792,234.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2021-01-01
KSLG0,Siloam Springs / Lone Elm (Historical),US,AR,,KSLG,36.1919,-94.49,363.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2007-01-01,2021-01-01
72515,Binghamton Regional Airport,US,NY,72515,KBGM,42.2,-75.15,499.0,America/New_York,1973-01-01,2023-12-13,1951-05-25,2023-12-05,1951-01-01,2022-01-01
KRVS0,Tulsa / Jenks,US,OK,,KRVS,36.0396,-95.9846,195.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2021-01-01
KODO0,Odessa,US,TX,,KODO,31.9214,-102.3871,916.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KEYF0,Elizabethtown / Mount Olive,US,NC,,KEYF,34.6018,-78.5793,40.0,America/New_York,2006-01-01,2023-12-13,2006-01-04,2022-04-24,2007-01-01,2022-01-01
KWDR0,Winder / Russell,US,GA,,KWDR,33.9829,-83.6674,287.0,America/New_York,2006-01-02,2023-12-13,2006-01-15,2022-04-25,2008-01-01,2022-01-01
BFY6K,Concord Buchanan Field,US,CA,,KCCR,37.9917,-122.0519,7.0,America/Los_Angeles,2022-04-23,2023-12-13,2022-04-24,2022-04-26,,
KPHF0,Newport News Airport,US,VA,,KPHF,37.1319,-76.493,13.0,America/New_York,2000-01-01,2023-12-13,2000-01-14,2023-12-07,2000-01-01,2022-01-01
KSFZ0,Pawtucket / Stillwater,US,RI,,KSFZ,41.9208,-71.4914,134.0,America/New_York,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2022-01-01
Q8ZYN,Clyde A. Thomas Regional Airport,US,KY,,KSYM,38.215,-83.5874,313.0,America/New_York,2022-04-23,2023-12-13,2022-04-23,2022-04-25,,
KPOY0,Powell,US,WY,,KPOY,44.8672,-108.7934,1553.0,America/Denver,2014-07-07,2023-12-13,2014-07-08,2022-04-24,2015-01-01,2022-01-01
KMGJ0,Montgomery / Kaisertown,US,NY,,KMGJ,41.51,-74.2646,111.0,America/New_York,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2022-01-01
72234,Meridian Key Field,US,MS,72234,KMEI,32.3333,-88.75,91.0,America/Chicago,1942-03-01,2023-12-13,1942-03-01,2023-12-05,1942-01-01,2022-01-01
KNJW0,Meridian / Bluff Springs,US,MS,,KNJW,32.7989,-88.8345,164.0,America/Chicago,2020-07-14,2023-12-13,2020-07-17,2022-04-21,,
PAKU0,Kuparuk / Prudhoe Bay,US,AK,,PAKU,70.3308,-149.5976,23.0,America/Juneau,2006-01-01,2023-12-13,,,,
74790,Shaw Air Force Base,US,SC,74790,KSSC,33.9667,-80.4833,74.0,America/New_York,1941-12-22,2023-12-13,1941-12-23,2022-04-25,1942-01-01,2022-01-01
KPPO0,La Porte / South Laporte,US,IN,,KPPO,41.5725,-86.7345,248.0,America/Chicago,2012-04-02,2023-12-13,2012-04-03,2022-04-24,2015-01-01,2022-01-01
KOTM0,Ottumwa / Keb (Historical),US,IA,,KOTM,41.1066,-92.4479,258.0,America/Chicago,1973-01-01,2023-12-13,1973-01-01,2022-04-24,1975-01-01,2021-01-01
KEQA0,El Dorado / Prospect,US,KS,,KEQA,37.7741,-96.8176,420.0,America/Chicago,2020-01-14,2023-12-13,2020-01-14,2022-04-24,2020-01-01,2022-01-01
KIKG0,Kingsville / Ella,US,TX,,KIKG,27.5509,-98.0309,40.0,America/Chicago,2020-01-14,2023-12-13,2020-01-14,2022-04-24,2020-01-01,2022-01-01
YSD5O,Nunapitchuk Airport,US,AK,,PPIT,60.906,-162.4406,4.0,America/Nome,2022-04-23,2022-09-17,,,,
I2X83,Millen Airport,US,GA,,K2J5,32.8935,-81.9654,72.0,America/New_York,2022-05-06,2023-12-13,,,,
KAWM0,West Memphis / Riceville,US,AR,,KAWM,35.1351,-90.2344,65.0,America/Chicago,2005-01-01,2023-12-13,2005-01-01,2022-04-24,2005-01-01,2022-01-01
LQO8Z,Mount Shasta,US,CA,,KMHS,41.3149,-122.317,1080.0,America/Los_Angeles,2022-04-23,2023-12-13,2022-04-24,2022-04-24,,
70274,Palmer Municipal Airport,US,AK,70274,PAAQ,61.6,-149.1,76.0,America/Juneau,1999-01-01,2023-12-13,1997-10-01,2023-12-08,1997-01-01,2022-01-01
KW780,South Boston / Five Forks,US,VA,,KW78,36.7094,-78.8483,128.0,America/New_York,2020-01-14,2023-12-13,2020-01-14,2022-04-25,2020-01-01,2022-01-01
K5T60,Santa Teresa / Strauss,US,NM,,K5T6,31.881,-106.7048,1253.0,America/Denver,2006-01-07,2006-11-15,,,,
69050,Fort Chaffee / Burnville,US,AR,69050,KQCU,35.1667,-94.2,143.0,America/Chicago,1983-01-19,2020-01-14,,,,
PANV0,Anvik,US,AK,,PANV,62.6473,-160.1901,91.0,America/Juneau,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2011-01-01,2021-01-01
KMOD0,Modesto City / Riverside,US,CA,,KMOD,37.6258,-120.9544,30.0,America/Los_Angeles,1973-01-01,2023-12-13,1998-05-16,2022-04-24,1999-01-01,2021-01-01
70306,Igiugig,US,AK,70306,PAIG,59.324,-155.9018,27.0,America/Juneau,2006-01-01,2023-12-13,2006-01-04,2022-04-25,2007-01-01,2022-01-01
KVLA0,Vandalia / Shafter,US,IL,,KVLA,38.9915,-89.1662,164.0,America/Chicago,1973-01-01,1973-05-15,1973-01-02,1973-05-14,,
KHOB0,Hobbs,US,NM,,KHOB,32.6875,-103.217,1116.0,America/Denver,1942-11-01,2023-12-13,1942-11-02,2022-04-24,1943-01-01,2022-01-01
K4A90,Fort Payne / Wills Valley,US,AL,,K4A9,34.4737,-85.7214,267.0,America/Chicago,2006-02-01,2023-12-13,2006-07-08,2022-03-09,,
PASP0,Sheep Mountain / Glacier View,US,AK,,PASP,61.812,-147.5069,838.0,America/Juneau,2005-01-01,2011-11-01,,,,
KT740,Taylor / Frame Switch,US,TX,,KT74,30.5726,-97.4432,183.0,America/Chicago,2020-01-14,2023-12-13,2020-01-14,2022-04-24,2020-01-01,2022-01-01
PAPN0,Pilot Point,US,AK,,PAPN,57.58,-157.58,17.0,America/Anchorage,2006-10-24,2023-12-13,2006-10-25,2022-04-24,2010-01-01,2013-01-01
KMDS0,Madison,US,SD,,KMDS,44.0164,-97.0856,524.0,America/Chicago,2009-03-14,2023-11-15,2009-03-30,2022-04-24,2010-01-01,2022-01-01
72264,Marfa,US,TX,72264,KMRF,30.3667,-104.0167,1478.0,America/Chicago,1936-12-01,2023-12-13,1942-12-02,2022-04-25,1943-01-01,2021-01-01
PACM0,Scammon Bay,US,AK,,PACM,61.8445,-165.5737,4.0,America/Juneau,2005-09-29,2023-12-13,2005-10-18,2022-04-24,2011-01-01,2021-01-01
KLUX0,Laurens / Lakeside,US,SC,,KLUX,34.5071,-81.9472,212.0,America/New_York,2009-01-05,2023-12-13,2009-01-15,2022-04-24,2015-01-01,2022-01-01
KCNU0,Chanute,US,KS,,KCNU,37.6688,-95.4851,306.0,America/Chicago,1973-01-01,2023-12-13,1973-01-01,2022-04-24,1999-01-01,2021-01-01
KOXC0,Oxford / Southford,US,CT,,KOXC,41.4786,-73.1352,221.0,America/New_York,2006-01-01,2023-12-13,2006-01-14,2022-04-24,2007-01-01,2022-01-01
KGDV0,Glendive / Landtsheim (Historical),US,MT,,KGDV,47.1387,-104.8072,749.0,America/Denver,2006-01-01,2023-12-13,2006-01-01,2022-04-23,2006-01-01,2022-01-01
72445,Columbia Regional Airport,US,MO,72445,KCOU,38.8167,-92.2167,271.0,America/Chicago,1973-01-01,2023-12-13,1969-11-01,2023-12-04,1965-01-01,2022-01-01
PAFB0,Fairbanks / Hamilton Acres,US,AK,,PAFB,64.8376,-147.6145,140.0,America/Juneau,2006-01-03,2023-12-13,2012-03-10,2022-04-24,2018-01-01,2022-01-01
72763,Dickinson / Eland,US,ND,72763,KDIK,46.7973,-102.8019,790.0,America/Denver,2005-01-01,2023-12-13,1938-11-14,2023-12-05,1948-01-01,2022-01-01
KIBM0,Kimball,US,NE,,KIBM,41.1881,-103.6774,1502.0,America/Denver,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2007-01-01,2022-01-01
KHTH0,Hawthorne / Babbitt,US,NV,,KHTH,38.5444,-118.6343,1289.0,America/Los_Angeles,1983-11-03,2023-12-13,2017-03-09,2022-04-24,2017-01-01,2022-01-01
KCVS0,Clovis / Cannon Air Force Base,US,NM,,KCVS,34.3829,-103.3222,1309.0,America/Denver,1943-01-25,2023-12-12,1943-01-26,2022-04-24,1943-01-01,2021-01-01
KMNH0,Monument / Elbert,US,CO,,KMNH,39.2167,-104.6333,2152.0,America/Denver,2006-01-01,2023-12-13,2006-01-02,2022-04-24,2010-01-01,2022-01-01
KCBK0,Colby,US,KS,,KCBK,39.4274,-101.0466,971.0,America/Chicago,2012-04-03,2023-12-13,2012-04-06,2022-04-24,2013-01-01,2022-01-01
KLBL0,Liberal / Western Mobile Home Park South,US,KS,,KLBL,37.0442,-100.9599,879.0,America/Chicago,2006-01-01,2023-12-13,2006-01-02,2022-04-24,2010-01-01,2021-01-01
KDTL0,Detroit Lakes / Richards,US,MN,,KDTL,46.8252,-95.8856,426.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2022-01-01
72411,Roanoke Regional Airport,US,VA,72411,KROA,37.3167,-79.9667,358.0,America/New_York,1973-01-01,2023-12-13,1948-01-01,2023-12-05,1948-01-01,2022-01-01
KCQT0,Los Angeles / Jefferson,US,CA,,KCQT,34.0167,-118.2833,56.0,America/Los_Angeles,2000-01-01,2023-12-13,2000-01-01,2022-04-24,2000-01-01,2021-01-01
KUNI0,Ohio University / Albany,US,OH,,KUNI,39.2119,-82.2293,234.0,America/New_York,2007-05-21,2023-12-13,2007-05-22,2022-04-25,2015-01-01,2022-01-01
KSUZ0,Bentonville / Bryant,US,AR,,KSUZ,34.5904,-92.4794,119.0,America/Chicago,2020-01-14,2023-12-13,2020-01-14,2022-04-24,2020-01-01,2022-01-01
KMSL0,Muscle Shoals / Detroit Park,US,AL,,KMSL,34.7453,-87.6102,168.0,America/Chicago,1973-01-01,2023-12-13,1973-01-01,2022-04-24,1999-01-01,2021-01-01
KLWT0,Lewistown / Lewlistown [Misspelling] / Lewistown Heights,US,MT,,KLWT,47.0493,-109.4667,1271.0,America/Denver,1942-04-01,2023-12-13,1942-04-02,2022-04-24,1942-01-01,2022-01-01
72393,"Lompoc, Vandenberg Air Force Base",US,CA,72393,KVBG,34.7167,-120.5667,112.0,America/Los_Angeles,2006-01-01,2023-12-13,1951-10-01,2022-04-25,1951-01-01,2021-01-01
KEMV0,Emporia / James River Junction,US,VA,,KEMV,36.6869,-77.4828,38.0,America/New_York,2006-01-01,2023-12-13,2006-01-04,2022-04-24,2009-01-01,2021-01-01
KW430,Hulett Muni,US,WY,,KW43,44.6629,-104.5678,1300.0,America/Denver,2020-01-14,2023-12-13,2020-01-14,2022-04-24,2020-01-01,2022-01-01
KOQT0,Oak Ridge / Jackson Square,US,TN,,KOQT,36.0231,-84.2331,279.0,America/New_York,1999-01-14,2023-12-13,1999-01-16,2022-04-24,1999-01-01,2020-01-01
72249,Fort Worth,US,TX,72249,KFWD,32.8333,-97.3,196.0,America/Chicago,,,1948-08-01,2023-12-05,1948-01-01,2022-01-01
KS330,Madras,US,OR,,KS33,44.6702,-121.1551,743.0,America/Los_Angeles,2020-01-14,2023-12-13,2020-01-14,2022-04-24,2020-01-01,2022-01-01
KMTJ0,Montrose,US,CO,,KMTJ,38.5098,-107.8942,1755.0,America/Denver,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2021-01-01
KSFF0,Spokane / Yardley,US,WA,,KSFF,47.6828,-117.3226,597.0,America/Los_Angeles,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KUTA0,Tunica,US,MS,,KUTA,34.6851,-90.3478,59.0,America/Chicago,2005-01-05,2023-12-13,2005-03-31,2022-04-24,2014-01-01,2022-01-01
J5D8P,Big Horn County Airport,US,MT,,K00U,45.7444,-107.6604,922.0,America/Denver,2022-05-06,2022-12-09,,,,
KSIY0,Montague / Snowden,US,CA,,KSIY,41.7814,-122.4681,808.0,America/Los_Angeles,1950-01-01,2023-12-13,1950-01-02,2022-04-24,1950-01-01,2021-01-01
KRYW0,Lago Vista / South Jonestown Hills,US,TX,,KRYW,30.4986,-97.9695,375.0,America/Chicago,2008-08-30,2023-12-13,2009-11-15,2022-04-24,2015-01-01,2022-01-01
72409,Lakehurst Naval Air Station,US,NJ,72409,KNEL,40.0333,-74.3167,31.0,America/New_York,1973-01-01,2023-08-18,1973-01-01,2022-04-21,2010-01-01,2021-01-01
KRZZ0,Roanoke Rapids / South Rosemary,US,NC,,KRZZ,36.4395,-77.7093,78.0,America/New_York,2006-01-01,2009-06-25,2006-01-01,2009-06-24,2006-01-01,2009-01-01
KKK9S,Alpha (Burns),US,WY,,K1AW,41.33,-104.27,1667.0,America/Denver,2022-05-06,2023-12-12,,,,
K04V0,Sagauche / Saguache,US,CO,,K04V,38.0993,-106.1745,2393.0,America/Denver,2006-01-01,2023-12-13,2006-01-04,2022-03-09,2013-01-01,2021-01-01
KSPA0,Spartanburg / South Meadows Farms,US,SC,,KSPA,34.9157,-81.9565,244.0,America/New_York,1973-01-01,2023-12-13,2020-01-14,2022-04-25,2020-01-01,2022-01-01
74916,Pecos / Locker,US,TX,74916,KPEQ,31.3824,-103.5107,797.0,America/Chicago,2006-02-10,2023-12-13,2007-05-01,2022-04-25,2013-01-01,2022-01-01
KFME0,Fort Meade / Ft Meade / Portland Station (Historical),US,MD,,KFME,39.0854,-76.7594,46.0,America/New_York,1959-11-13,2023-12-13,1959-11-14,2022-04-24,1959-01-01,2022-01-01
KFNL0,Fort Collins / Redmond,US,CO,,KFNL,40.4518,-105.0113,1529.0,America/Denver,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KILE0,Killeen / Lone Star,US,TX,,KILE,31.0858,-97.6865,259.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2009-01-01,2022-01-01
KACP0,Oakdale / Ward,US,LA,,KACP,30.7505,-92.6885,33.0,America/Chicago,2005-04-08,2023-12-13,2005-04-09,2022-04-24,2015-01-01,2022-01-01
KMZH0,Moose Lake,US,MN,,KMZH,46.4186,-92.8048,328.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2022-01-01
70291,Northway Airport,US,AK,70291,PAOR,62.9667,141.9333,523.0,America/Juneau,1945-01-01,2023-12-13,1942-09-08,2023-12-08,1942-01-01,2022-01-01
KAXH0,Houston / Duke,US,TX,,KAXH,29.5061,-95.4769,21.0,America/Chicago,2009-06-19,2023-12-13,2009-12-18,2022-04-24,2012-01-01,2022-01-01
KULM0,New Ulm / Traulich Estates,US,MN,,KULM,44.3197,-94.5023,308.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KSGS0,Saint Paul / Inver Grove Heights,US,MN,,KSGS,44.8571,-93.0329,250.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KAXS0,Altus / Welon,US,OK,,KAXS,34.6988,-99.3385,437.0,America/Chicago,2005-05-24,2023-12-13,2005-05-25,2022-04-24,2009-01-01,2022-01-01
72335,Bristol / Holston,US,TN,72335,KTRI,36.4752,-82.4074,463.0,America/New_York,1991-01-01,2023-12-13,1937-10-01,2023-12-05,1937-01-01,2022-01-01
KVVV0,Ortonville / Hilltop Manor Mobile Home Park,US,MN,,KVVV,45.3057,-96.4244,336.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-25,2008-01-01,2022-01-01
CDCYH,Yuma Auxiliary Airfield,US,AZ,,KNOZ,32.5,-114.45,105.0,America/Phoenix,2022-04-23,2023-12-13,2022-04-24,2022-04-26,,
KSDA0,Shenandoah,US,IA,,KSDA,40.7516,-95.4137,296.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2015-01-01,2022-01-01
KMAN0,Nampa,US,ID,,KMAN,43.5813,-116.5231,773.0,America/Boise,2010-05-14,2023-12-13,2010-05-15,2022-04-24,2015-01-01,2022-01-01
KHSE0,Hatteras / Frisco,US,NC,,KHSE,35.2328,-75.6178,5.0,America/New_York,1996-01-01,2023-12-13,1996-01-01,2022-04-24,1996-01-01,2021-01-01
KTVL0,South Lake Tahoe / Tahoe Valley,US,CA,,KTVL,38.8939,-119.9953,1911.0,America/Los_Angeles,2000-01-02,2023-12-13,2000-10-19,2022-04-24,2001-01-01,2021-01-01
KFOT0,Fortuna / Alton,US,CA,,KFOT,40.5539,-124.1327,120.0,America/Los_Angeles,2011-09-21,2023-12-13,2011-09-22,2022-04-24,2012-01-01,2022-01-01
KRQB0,Big Rapids / Havenview Mobile Home Court,US,MI,,KRQB,43.7226,-85.5041,302.0,America/Detroit,2006-01-01,2023-12-13,2006-01-01,2022-04-25,2007-01-01,2022-01-01
K1M40,Haleyville / Martintown,US,AL,,K1M4,34.2803,-87.6004,284.0,America/Chicago,2008-02-29,2023-12-13,2008-03-02,2022-03-09,2008-01-01,2021-01-01
KFZG0,Fitzgerald,US,GA,,KFZG,31.6839,-83.2709,111.0,America/New_York,2012-06-20,2023-12-13,2012-06-21,2022-04-24,2014-01-01,2022-01-01
72516,Bennington / Napoleon,US,VT,72516,K5B5,46.4944,-99.7601,604.0,America/New_York,,,2006-06-03,2023-12-05,2006-01-01,2021-01-01
72703,East Hodgdon,US,ME,72703,KHUL,46.12,-67.8,150.0,America/New_York,2000-01-01,2023-12-13,2000-09-02,2022-04-25,2001-01-01,2022-01-01
KK620,Falmouth / Greenwood,US,KY,,KK62,38.7041,-84.3918,274.0,America/New_York,2020-11-05,2023-12-13,2020-11-05,2022-04-24,2020-01-01,2022-01-01
KBLI0,Bellingham / Marietta-Alderwood,US,WA,,KBLI,48.7927,-122.5375,52.0,America/Los_Angeles,1948-01-01,2023-12-13,1948-01-02,2022-04-24,1948-01-01,2022-01-01
6X8YG,Middlebury State Airport,US,VT,,K6B0,43.9848,-73.0959,149.0,America/New_York,2022-05-06,2023-12-13,,,,
KPKB0,Parkersburg / Parkeresburg [Misspelling] / Brierwood,US,WV,,KPKB,39.3451,-81.4392,262.0,America/New_York,1990-02-08,2023-12-13,1990-02-09,2022-04-24,2001-01-01,2022-01-01
KARV0,Minocqua / Woodruff,US,WI,,KARV,45.9279,-89.7309,497.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2009-01-01,2022-01-01
72221,Valparaiso / Eglin Air Force Base,US,FL,72221,KVPS,30.4833,-86.5167,26.0,America/Chicago,1938-09-10,2023-12-13,1941-07-02,2022-04-25,1941-01-01,2022-01-01
KCQM0,Cook,US,MN,,KCQM,47.8218,-92.6906,405.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KCOT0,Cotulla / Zamora Acres Colonia,US,TX,,KCOT,28.4567,-99.2183,145.0,America/Chicago,1973-01-01,2023-12-13,1973-01-02,2022-04-24,1981-01-01,2022-01-01
72404,Nas Patuxent River Md,US,MD,72404,KNHK,38.3,-76.0667,12.0,America/New_York,1945-03-01,2023-12-13,1945-03-01,2023-12-04,1945-01-01,2022-01-01
KJSY0,Joseph,US,OR,,KJSY,45.3595,-117.2538,1256.0,America/Los_Angeles,2020-08-04,2023-11-16,2020-08-04,2022-04-24,2020-01-01,2022-01-01
KADF0,Arkadelphia,US,AR,,KADF,34.0998,-93.0661,56.0,America/Chicago,2013-05-01,2023-12-13,2013-05-01,2022-04-24,2014-01-01,2021-01-01
PARC0,Arctic Village,US,AK,,PARC,68.1147,-145.5794,638.0,America/Juneau,2006-01-01,2023-07-26,2006-01-01,2022-04-24,2011-01-01,2021-01-01
KW220,Buckhannon / Red Rock,US,WV,,KW22,39.0005,-80.2737,498.0,America/New_York,2006-01-01,2023-12-13,2006-01-04,2022-04-25,2015-01-01,2022-01-01
KSFY0,Savanna / Ayers,US,IL,,KSFY,42.0458,-90.1079,188.0,America/Chicago,2006-08-03,2023-12-05,2011-03-15,2022-04-24,2011-01-01,2022-01-01
F5PS0,Donalsonville Municipal Airport,US,GA,,K17J,31.007,-84.8776,45.0,America/New_York,2022-05-06,2023-12-13,,,,
KMQY0,Smyrna / Jefferson Pike,US,TN,,KMQY,36.009,-86.5201,166.0,America/Chicago,2006-01-01,2023-12-13,2006-04-27,2022-04-24,2006-01-01,2021-01-01
KCWC0,Kickapoo / Wichita Falls,US,TX,,KCWC,33.8606,-98.4904,306.0,America/Chicago,2009-03-17,2023-12-13,2011-04-01,2022-04-24,2011-01-01,2022-01-01
KPWT0,Bremerton / Belfair,US,WA,,KPWT,47.4903,-122.7648,135.0,America/Los_Angeles,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2022-01-01
KGYB0,Giddings,US,TX,,KGYB,30.1693,-96.98,148.0,America/Chicago,2005-11-28,2023-12-13,2008-09-07,2022-04-24,2012-01-01,2022-01-01
KCKZ0,Perkasie,US,PA,,KCKZ,40.3892,-75.2905,173.0,America/New_York,2020-01-14,2023-12-13,2020-01-14,2022-04-24,2020-01-01,2022-01-01
CLI1A,Portland Municipal Airport,US,TN,,K1M5,36.5929,-86.4769,250.0,America/Chicago,2022-05-06,2023-12-13,,,,
KRMN0,Stafford / Ramoth Church Estates,US,VA,,KRMN,38.3981,-77.4555,64.0,America/New_York,2006-01-01,2023-12-13,2006-01-04,2022-04-25,2010-01-01,2022-01-01
KGNC0,Seminole,US,TX,,KGNC,32.6833,-102.6667,1024.0,America/Chicago,2006-07-10,2023-12-13,2011-02-10,2022-04-24,2012-01-01,2022-01-01
72504,Sikorsky Memorial Airport,US,CT,72504,KBDR,41.1667,-73.1333,3.0,America/New_York,1942-12-08,2023-12-13,1942-12-08,2023-12-05,1943-01-01,2022-01-01
69536,Norfolk / Granby Shores,US,VA,69536,KNGU,36.93,-76.27,5.0,America/New_York,2001-06-27,2023-12-13,2022-04-20,2022-04-24,,
KPRC0,Prescott / Tutt,US,AZ,,KPRC,34.6544,-112.4196,1537.0,America/Phoenix,1991-01-01,2023-12-13,1991-01-01,2022-04-24,1991-01-01,2021-01-01
4XCYX,Indianapolis Metro Airport,US,IN,,KUMP,39.9354,-86.0451,247.0,America/Indiana/Indianapolis,2022-04-23,2023-12-13,2022-04-23,2022-04-26,,
72230,"Shelby Country Airport, Al.",US,AL,72230,KBMX,33.1667,-86.7667,178.0,America/Chicago,,,1995-04-01,2023-12-05,1995-01-01,2022-01-01
KSAR0,Sparta,US,IL,,KSAR,38.1489,-89.6988,164.0,America/Chicago,2006-01-23,2023-11-07,2011-05-28,2022-04-24,2015-01-01,2022-01-01
KAKR0,Akron / Derby Downs,US,OH,,KAKR,41.0375,-81.4669,325.0,America/New_York,1999-08-31,2023-12-13,1999-09-02,2022-04-24,2005-01-01,2022-01-01
72562,North Platte Regional Airport,US,NE,72562,KLBF,41.1167,-100.6667,847.0,America/Chicago,1973-01-01,2023-12-13,1948-01-01,2023-12-05,1948-01-01,2022-01-01
KCCY0,Charles City / Doubleday,US,IA,,KCCY,43.0726,-92.6108,343.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2014-01-01,2022-01-01
KEBG0,Edinburg / Los Cerritos Colonia,US,TX,,KEBG,26.4417,-98.1222,23.0,America/Chicago,2006-05-10,2023-12-13,2008-01-28,2022-04-24,2015-01-01,2022-01-01
KFIG0,Clearfield / Kerr Addition,US,PA,,KFIG,41.0486,-78.4131,462.0,America/New_York,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2021-01-01
KEDJ0,Bellefontaine / McMorran,US,OH,,KEDJ,40.3723,-83.8192,342.0,America/New_York,2011-05-12,2023-12-13,2011-05-13,2022-04-24,2012-01-01,2021-01-01
72380,Needles / Parker Junction,US,CA,72380,KEED,34.7663,-114.6233,300.0,America/Los_Angeles,1977-02-17,2023-12-13,1977-03-09,2022-04-24,2001-01-01,2022-01-01
KOAJ0,Jacksonville / Catherine Lake,US,NC,,KOAJ,34.8292,-77.6121,28.0,America/New_York,2006-01-01,2023-12-13,2006-01-01,2022-04-25,2009-01-01,2022-01-01
KUBE0,Cumberland,US,WI,,KUBE,45.506,-91.9811,379.0,America/Chicago,2011-03-09,2023-12-13,2011-03-12,2022-04-24,2012-01-01,2022-01-01
KRGK0,Red Wing / Oak Hill Mobile Home Park,US,MN,,KRGK,44.5894,-92.485,237.0,America/Chicago,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2022-01-01
72567,"Miller Field - Valentine, Ne",US,NE,72567,KVTN,42.8667,-100.55,789.0,America/Chicago,1948-01-01,2023-12-13,1948-01-01,2023-12-05,1948-01-01,2022-01-01
KBID0,Block Island / New Shoreham Center,US,RI,,KBID,41.1681,-71.5778,33.0,America/New_York,1990-01-01,2023-12-13,1990-01-01,2022-04-24,1990-01-01,2021-01-01
KCGE0,Cambridge / Thompson,US,MD,,KCGE,38.5393,-76.0304,6.0,America/New_York,2006-10-03,2023-12-13,2011-06-05,2022-04-24,2020-01-01,2022-01-01
KDMH0,Baltimore,US,MD,,KDMH,39.2833,-76.6167,6.0,America/New_York,1999-01-14,2023-12-13,1999-07-02,2020-06-03,1999-01-01,2020-01-01
70267,Allen Army Airfield,US,AK,70267,PABI,64.0,-145.7167,389.0,America/Juneau,1945-10-15,2023-12-13,1917-06-01,2023-12-08,1917-01-01,2022-01-01
KINF0,Inverness / Inverness Highlands South,US,FL,,KINF,28.8036,-82.3183,20.0,America/New_York,2009-08-12,2023-12-13,2009-08-13,2022-04-24,2016-01-01,2022-01-01
KEZZ0,Cameron,US,MO,,KEZZ,39.7276,-94.2764,317.0,America/Chicago,2020-01-14,2023-12-13,2020-01-14,2022-04-24,2020-01-01,2022-01-01
KRIL0,Rifle / Antlers,US,CO,,KRIL,39.5263,-107.7269,1688.0,America/Denver,2006-01-01,2023-12-13,2006-01-01,2022-04-24,2006-01-01,2021-01-01
SDA4B,Gilmer Municipal Airport,US,TX,,KJXI,32.6989,-94.9486,127.0,America/Chicago,2022-04-23,2023-12-13,2022-04-23,2022-04-25,,
KBQK0,Brunswick / Cabana Court Mobile Home Park,US,GA,,KBQK,31.259,-81.4663,8.0,America/New_York,2006-01-01,2023-12-13,2006-02-20,2022-04-24,2009-01-01,2022-01-01
72698,Portland International  Airport,US,OR,72698,KPDX,45.5833,-122.6,8.0,America/Los_Angeles,1936-05-01,2023-12-13,1936-05-01,2023-12-05,1936-01-01,2022-01-01
